PriorityRank,customerID,ChurnProbability,RiskTier,CustomerSegment,tenure,MonthlyCharges,Contract,PaymentMethod,InternetService,TechSupport,LifecycleStage,SharedDriver,CustomerValue,RevenueAtRisk,ExpectedSavedRevenue,CampaignCost,ExpectedNetBenefit,DominantRiskDriver,SecondaryLever,RecommendedRetentionAction
543,4510-HIMLV,0.7378,High Risk,New High-Spend,1,69.8,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,837.5999999999999,617.98128,185.39438399999997,15.0,170.39438399999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
544,5288-AHOUP,0.6559,High Risk,New High-Spend,11,78.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,942.0,617.8578,185.35734,15.0,170.35734,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
545,1980-KXVPM,0.6857,High Risk,New High-Spend,3,75.05,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,900.5999999999999,617.5414199999999,185.26242599999998,15.0,170.26242599999998,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
546,7198-GLXTC,0.6511,High Risk,New High-Spend,2,79.0,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,948.0,617.2428,185.17283999999998,15.0,170.17283999999998,Service quality,Protection and support,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
547,5956-VKDTT,0.6916,High Risk,New High-Spend,5,74.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,892.1999999999999,617.0455199999999,185.11365599999996,15.0,170.11365599999996,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
548,5134-IKDAY,0.7366,High Risk,New High-Spend,1,69.8,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,837.5999999999999,616.9761599999999,185.09284799999998,15.0,170.09284799999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
549,7254-IQWOZ,0.7378,High Risk,New High-Spend,1,69.65,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,835.8000000000001,616.6532400000001,184.99597200000002,15.0,169.99597200000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
550,2077-MPJQO,0.6815,High Risk,New High-Spend,7,75.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,904.8000000000001,616.6212,184.98636000000002,15.0,169.98636000000002,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
551,7665-TOALD,0.7379,High Risk,New High-Spend,1,69.6,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,835.1999999999999,616.2940799999999,184.88822399999995,15.0,169.88822399999995,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
552,6502-MJQAE,0.7378,High Risk,New High-Spend,1,69.6,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,835.1999999999999,616.21056,184.863168,15.0,169.863168,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
553,4770-UEZOX,0.6865,High Risk,New High-Spend,2,74.75,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,897.0,615.7905,184.73714999999999,15.0,169.73714999999999,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
554,1820-TQVEV,0.7378,High Risk,New High-Spend,1,69.55,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,834.5999999999999,615.76788,184.73036399999998,15.0,169.73036399999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
555,8185-UPYBR,0.6796,High Risk,New High-Spend,6,75.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,906.0,615.7176,184.71527999999998,15.0,169.71527999999998,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
556,4550-EVXNY,0.7365,High Risk,New High-Spend,1,69.65,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,835.8000000000001,615.5667000000001,184.67001000000002,15.0,169.67001000000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
557,0488-GSLFR,0.7379,High Risk,New High-Spend,1,69.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,834.0,615.4086,184.62258,15.0,169.62258,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
558,4090-KPJIP,0.684,High Risk,New High-Spend,3,74.95,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,899.4000000000001,615.1896000000002,184.55688000000004,15.0,169.55688000000004,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
559,2276-YDAVZ,0.6825,High Risk,New High-Spend,3,75.1,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,901.1999999999999,615.069,184.52069999999998,15.0,169.52069999999998,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
560,0404-SWRVG,0.6888,High Risk,New High-Spend,3,74.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,892.8000000000001,614.96064,184.488192,15.0,169.488192,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
561,7235-NXZCP,0.6845,High Risk,New High-Spend,2,74.85,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,898.1999999999999,614.8178999999999,184.44536999999997,15.0,169.44536999999997,Service quality,Protection and support,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
562,3428-XZMAZ,0.7378,High Risk,New High-Spend,1,69.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,832.1999999999999,613.99716,184.199148,15.0,169.199148,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
563,6457-GIRWB,0.7378,High Risk,New High-Spend,1,69.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,832.1999999999999,613.99716,184.199148,15.0,169.199148,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
564,7660-HDPJV,0.7379,High Risk,New High-Spend,1,69.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,830.4000000000001,612.7521600000001,183.82564800000003,15.0,168.82564800000003,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
565,9728-FTTVZ,0.7379,High Risk,New High-Spend,1,69.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,830.4000000000001,612.7521600000001,183.82564800000003,15.0,168.82564800000003,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
566,1447-GIQMR,0.7379,High Risk,New High-Spend,1,69.15,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,829.8000000000001,612.30942,183.692826,15.0,168.692826,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
567,3716-BDVDB,0.7376,High Risk,New High-Spend,1,69.1,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,829.1999999999999,611.61792,183.485376,15.0,168.485376,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
568,5928-QLDHB,0.6677,High Risk,New High-Spend,9,76.25,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,915.0,610.9454999999999,183.28364999999997,15.0,168.28364999999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
569,4806-HIPDW,0.7375,High Risk,New High-Spend,1,68.95,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,827.4000000000001,610.2075000000001,183.06225000000003,15.0,168.06225000000003,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
570,8309-IEYJD,0.7201,High Risk,New High-Spend,1,70.6,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,847.1999999999999,610.0687199999999,183.02061599999996,15.0,168.02061599999996,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
571,7625-XCQRH,0.6637,High Risk,New High-Spend,11,76.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,918.0,609.2765999999999,182.78297999999998,15.0,167.78297999999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
572,0390-DCFDQ,0.7206,High Risk,New High-Spend,1,70.45,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,845.4000000000001,609.1952400000001,182.75857200000004,15.0,167.75857200000004,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
573,9306-CPCBC,0.6834,High Risk,New High-Spend,3,74.25,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,891.0,608.9094,182.67282,15.0,167.67282,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
574,8083-YTZES,0.6824,High Risk,New High-Spend,4,74.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,892.1999999999999,608.83728,182.65118399999997,15.0,167.65118399999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
575,1746-TGTWV,0.6729,High Risk,New High-Spend,1,75.35,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,904.1999999999999,608.43618,182.530854,15.0,167.530854,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
576,9334-GWGOW,0.6756,High Risk,New High-Spend,7,74.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,898.1999999999999,606.8239199999999,182.04717599999998,15.0,167.04717599999998,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
577,6140-QNRQQ,0.7066,High Risk,New High-Spend,1,71.55,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,858.5999999999999,606.6867599999999,182.006028,15.0,167.006028,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
578,2468-SJFLM,0.6793,High Risk,New High-Spend,1,74.3,Month-to-month,Mailed check,Fiber optic,Yes,Onboarding window (0-12 months),Month-to-month contract,891.5999999999999,605.66388,181.69916399999997,15.0,166.69916399999997,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
579,1219-NNDDO,0.6566,High Risk,New High-Spend,9,76.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,922.1999999999999,605.5165199999999,181.65495599999997,15.0,166.65495599999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
580,8042-JVNFH,0.7066,High Risk,New High-Spend,1,71.35,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,856.1999999999999,604.99092,181.49727599999997,15.0,166.49727599999997,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
581,7598-UAASY,0.6597,High Risk,New High-Spend,2,76.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,916.8000000000001,604.81296,181.443888,15.0,166.443888,Service quality,Protection and support,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
582,6416-TVAIH,0.7354,High Risk,New High-Spend,1,68.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,822.0,604.4988000000001,181.34964000000002,15.0,166.34964000000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
583,3177-LASXD,0.7048,High Risk,New High-Spend,1,71.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,856.1999999999999,603.44976,181.03492799999998,15.0,166.03492799999998,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
584,5186-SAMNZ,0.7215,High Risk,New High-Spend,1,69.5,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,834.0,601.731,180.5193,15.0,165.5193,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
585,0968-GSIKN,0.7077,High Risk,New High-Spend,1,70.8,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,849.5999999999999,601.2619199999999,180.37857599999998,15.0,165.37857599999998,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
586,4229-CZMLL,0.6684,High Risk,New High-Spend,6,74.9,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,898.8000000000001,600.75792,180.227376,15.0,165.227376,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
587,5032-MIYKT,0.7073,High Risk,New High-Spend,1,70.7,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,848.4000000000001,600.0733200000001,180.02199600000003,15.0,165.02199600000003,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
588,1024-VRZHF,0.6671,High Risk,New High-Spend,11,74.95,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,899.4000000000001,599.9897400000001,179.996922,15.0,164.996922,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
589,3370-HXOPH,0.6547,High Risk,New High-Spend,3,76.1,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,913.1999999999999,597.8720399999999,179.36161199999995,15.0,164.36161199999995,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
590,8687-BAFGU,0.6731,High Risk,New High-Spend,1,74.0,Month-to-month,Electronic check,Fiber optic,Yes,Onboarding window (0-12 months),Month-to-month contract,888.0,597.7128,179.31384,15.0,164.31384,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
591,1122-JWTJW,0.7046,High Risk,New High-Spend,1,70.65,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,847.8000000000001,597.3598800000001,179.20796400000003,15.0,164.20796400000003,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
592,9617-INGJY,0.705,High Risk,New High-Spend,1,70.6,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,847.1999999999999,597.276,179.1828,15.0,164.1828,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
593,0709-TVGUR,0.6669,High Risk,New High-Spend,9,74.55,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,894.5999999999999,596.60874,178.982622,15.0,163.982622,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
594,8107-KNCIM,0.6617,High Risk,New High-Spend,14,75.1,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,901.1999999999999,596.32404,178.897212,15.0,163.897212,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
595,8835-VSDSE,0.7026,High Risk,New High-Spend,2,70.7,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,848.4000000000001,596.0858400000001,178.82575200000002,15.0,163.82575200000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
596,9747-DDZOS,0.6758,High Risk,New High-Spend,1,73.5,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,882.0,596.0555999999999,178.81667999999996,15.0,163.81667999999996,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
597,0004-TLHLJ,0.6721,High Risk,New High-Spend,4,73.9,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,886.8000000000001,596.0182800000001,178.80548400000004,15.0,163.80548400000004,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
598,1915-IOFGU,0.7043,High Risk,New High-Spend,1,70.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,846.0,595.8378,178.75134,15.0,163.75134,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
599,9685-WKZGT,0.6619,High Risk,New High-Spend,14,74.95,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,899.4000000000001,595.3128600000001,178.59385800000004,15.0,163.59385800000004,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
600,8325-QRPZR,0.6596,High Risk,New High-Spend,7,75.15,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,901.8000000000001,594.82728,178.448184,15.0,163.448184,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
601,0515-YPMCW,0.7036,High Risk,New High-Spend,1,70.45,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,845.4000000000001,594.8234400000001,178.44703200000004,15.0,163.44703200000004,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
602,0840-DFEZH,0.6578,High Risk,New High-Spend,7,75.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,904.1999999999999,594.78276,178.434828,15.0,163.434828,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
603,2619-WFQWU,0.7064,High Risk,New High-Spend,1,70.15,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,841.8000000000001,594.6475200000001,178.394256,15.0,163.394256,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
604,9985-MWVIX,0.7064,High Risk,New High-Spend,1,70.15,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,841.8000000000001,594.6475200000001,178.394256,15.0,163.394256,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
605,3871-IKPYH,0.7166,High Risk,New High-Spend,1,69.1,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,829.1999999999999,594.20472,178.26141599999997,15.0,163.26141599999997,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
606,4759-TRPLW,0.7025,High Risk,New High-Spend,1,70.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,844.8000000000001,593.4720000000001,178.04160000000002,15.0,163.04160000000002,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
607,6860-YRJZP,0.6676,High Risk,New High-Spend,9,74.05,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,888.5999999999999,593.2293599999999,177.96880799999997,15.0,162.96880799999997,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
608,4342-HENTK,0.6996,High Risk,New High-Spend,2,70.65,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,847.8000000000001,593.12088,177.93626400000002,15.0,162.93626400000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
609,2262-SLNVK,0.705,High Risk,New High-Spend,1,70.1,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,841.1999999999999,593.0459999999999,177.91379999999998,15.0,162.91379999999998,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
610,3199-XGZCY,0.6567,High Risk,New High-Spend,8,75.25,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,903.0,593.0001,177.90003,15.0,162.90003,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
611,3066-RRJIO,0.7063,High Risk,New High-Spend,1,69.95,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,839.4000000000001,592.8682200000001,177.860466,15.0,162.860466,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
612,5804-LEPIM,0.7022,High Risk,New High-Spend,2,70.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,844.1999999999999,592.79724,177.839172,15.0,162.839172,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
613,6711-FLDFB,0.6591,High Risk,New High-Spend,7,74.9,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,898.8000000000001,592.39908,177.719724,15.0,162.719724,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
614,0122-OAHPZ,0.6673,High Risk,New High-Spend,7,73.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,886.1999999999999,591.3612599999999,177.40837799999997,15.0,162.40837799999997,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
615,5583-SXDAG,0.7036,High Risk,New High-Spend,1,70.0,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,840.0,591.024,177.3072,15.0,162.3072,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
616,1866-OBPNR,0.66,High Risk,New High-Spend,1,74.6,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,895.1999999999999,590.832,177.2496,15.0,162.2496,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
617,1062-LHZOD,0.7041,High Risk,New High-Spend,1,69.9,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,838.8000000000001,590.59908,177.179724,15.0,162.179724,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
618,7153-OANIO,0.7034,High Risk,New High-Spend,1,69.95,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,839.4000000000001,590.4339600000001,177.130188,15.0,162.130188,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
619,3030-YDNRM,0.6571,High Risk,New High-Spend,8,74.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,898.1999999999999,590.20722,177.062166,15.0,162.062166,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
620,0812-WUPTB,0.6933,High Risk,New High-Spend,1,70.85,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,850.1999999999999,589.44366,176.833098,15.0,161.833098,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
621,1602-IJQQE,0.6513,High Risk,New High-Spend,4,75.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,904.1999999999999,588.90546,176.67163799999997,15.0,161.67163799999997,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
622,7908-QCBCA,0.707,High Risk,New High-Spend,1,69.4,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,832.8000000000001,588.7896000000001,176.63688000000002,15.0,161.63688000000002,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
623,8361-LTMKD,0.6593,High Risk,New High-Spend,4,74.4,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,892.8000000000001,588.6230400000001,176.586912,15.0,161.586912,Service quality,Protection and support,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
624,3721-CNEYS,0.691,High Risk,New High-Spend,2,70.95,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,851.4000000000001,588.3174,176.49522,15.0,161.49522,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
625,6856-RAURS,0.6535,High Risk,New High-Spend,2,74.9,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,898.8000000000001,587.3658,176.20974,15.0,161.20974,Service quality,Protection and support,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
626,3295-YVUSR,0.6742,High Risk,New High-Spend,2,72.6,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,871.1999999999999,587.36304,176.20891199999997,15.0,161.20891199999997,Service quality,Protection and support,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
